CASTNO,HM_WT,AIM_S,HM_S,HM_C,HM_SI,HM_TI,HM_MN,CAC2,MG,HM_TEMP,CAC2_INJ_TIME,MG_INJ_TIME,DS_S
V99357,175,0.005,0.043,4.53,0.64,0.068,0.04,349,54,1383,8,6,0.012
V99356,167,0.005,0.047,4.52,0.804,0.074,0.041,378,53,1374,10,5,0.01
V99354,168,0.005,0.043,4.56,0.63,0.065,0.041,359,46,1359,9,5,0.01
V99353,161,0.005,0.043,4.58,0.48,0.053,0.039,357,51,1443,10,5,0.012
V99351,169,0.005,0.047,4.54,0.684,0.072,0.041,385,54,1341,9,6,0.007
V99350,166,0.005,0.044,4.52,0.9,0.071,0.043,364,51,1365,10,5,0.005
V99349,163,0.005,0.045,4.55,0.715,0.072,0.042,368,55,1399,10,5,0.005
V99348,169,0.005,0.041,4.55,0.62,0.068,0.041,333,51,1402,8,5,0.011
V99347,166,0.005,0.047,4.54,0.636,0.065,0.043,380,53,1422,10,5,0.008
V99346,174,0.005,0.046,4.57,0.65,0.067,0.042,386,69,1422,11,6,0.005
V99345,170,0.005,0.042,4.58,0.631,0.069,0.042,451,53,1399,11,6,0.008
V99344,164,0.005,0.039,4.62,0.72,0.078,0.044,340,48,1372,9,4,0.007
V99343,157,0.005,0.034,4.51,0.906,0.089,0.045,314,45,1356,9,4,0.003
V99342,162,0.005,0.033,4.53,1.181,0.1,0.043,318,45,1385,8,5,0.006
V99341,162,0.005,0.036,4.56,0.954,0.084,0.043,340,42,1381,9,4,0.007
V99339,166,0.005,0.041,4.54,0.67,0.072,0.043,353,46,1452,8,5,0.009
V99336,172,0.005,0.043,4.58,0.75,0.072,0.042,366,52,1430,9,6,0.009
V99335,170,0.005,0.045,4.55,0.614,0.066,0.042,367,52,1396,10,5,0.007
V99334,165,0.005,0.044,4.57,0.724,0.076,0.039,367,53,1371,10,5,0.008
V99333,163,0.005,0.047,4.66,0.611,0.07,0.044,390,55,1377,9,6,0.011
V99332,167,0.005,0.042,4.55,0.63,0.072,0.045,354,50,1373,9,4,0.007
V99331,169,0.005,0.036,4.57,0.955,0.091,0.044,318,46,1367,9,4,0.006
V99330,174,0.005,0.038,4.6,0.747,0.08,0.043,376,53,1387,9,6,0.007
V99329,161,0.005,0.044,4.59,0.681,0.069,0.042,414,60,1427,11,5,0.005
V99328,173,0.005,0.043,4.59,0.904,0.088,0.041,356,52,1430,10,5,0.005
V99327,164,0.005,0.045,4.58,1.01,0.093,0.042,378,52,1437,9,6,0.005
V99326,164,0.005,0.055,4.57,0.616,0.064,0.043,409,52,1364,11,5,0.012
V99325,165,0.005,0.044,4.55,0.728,0.076,0.044,367,53,1423,11,5,0.008
V99323,168,0.005,0.045,4.59,0.789,0.079,0.044,367,52,,10,5,0.007
V99322,177,0.005,0.05,4.55,0.575,0.064,0.044,391,57,1396,10,5,0.01
V99321,161,0.005,0.053,4.59,0.523,0.061,0.043,412,57,1410,10,7,0.01
V99320,173,0.005,0.038,4.56,1.011,0.091,0.043,339,46,1393,9,4,0.009
V99319,163,0.005,0.032,4.55,1.036,0.096,0.041,309,44,1365,9,4,0.008
V99318,164,0.005,0.037,4.56,0.688,0.07,0.043,335,60,1361,8,6,0.012
V99316,158,0.005,0.026,4.6,0.641,0.074,0.048,271,40,,8,3,0.006
V99315,170,0.005,0.03,4.57,0.871,0.089,0.046,449,42,1331,9,5,0.005
V99314,163,0.005,0.037,4.59,0.622,0.079,0.045,329,46,1384,8,4,0.01
V99312,164,0.005,0.046,4.55,0.486,0.056,0.04,380,53,1405,9,5,0.013
V99311,159,0.005,0.046,4.58,0.655,0.066,0.042,370,52,1415,9,5,0.013
V99309,165,0.005,0.037,4.56,0.935,0.086,0.044,342,49,1390,10,4,0.004
V99310,163,0.005,0.053,4.57,0.624,0.07,0.042,365,52,1414,9,6,0.012
V99308,163,0.005,0.04,4.54,0.887,0.082,0.043,340,47,1391,8,4,0.009
V99307,176,0.005,0.039,4.57,0.635,0.069,0.046,340,46,1428,8,5,0.01
V99305,161,0.005,0.032,4.55,0.762,0.086,0.046,324,45,1403,8,4,0.007
V99304,167,0.005,0.038,4.56,0.698,0.074,0.044,337,47,1373,8,5,0.009
V99301,164,0.005,0.032,4.54,0.87,0.084,0.041,339,49,1432,8,6,0.007
V99299,170,0.005,0.038,4.56,0.8,0.08,0.043,336,47,,8,4,0.008
V99298,175,0.005,0.04,4.6,0.85,0.084,0.042,367,49,1385,9,5,0.006
V99297,165,0.005,0.035,4.52,0.95,0.095,0.042,320,46,1402,9,4,0.005
V99295,178,0.005,0.052,4.55,0.612,0.065,0.04,409,62,1390,10,7,0.012
V99294,166,0.005,0.058,4.42,0.574,0.058,0.037,434,70,1344,12,7,0.005
V99293,172,0.005,0.059,4.39,0.994,0.084,0.043,457,72,1346,11,8,0.004
V99292,169,0.005,0.037,4.62,0.824,0.09,0.048,333,47,1383,8,4,0.006
V99291,167,0.005,0.041,4.58,0.646,0.074,0.046,349,51,1430,9,5,0.006
V99288,166,0.005,0.058,4.55,0.431,0.048,0.037,468,69,1277,11,8,0.009
V99289,167,0.005,0.063,4.35,0.605,0.05,0.036,912,0,1249,23,6,0.011
V99290,168,0.005,0.044,4.5,0.616,0.065,0.041,376,54,1347,9,6,0.009
V99287,168,0.005,0.052,4.5,0.46,0.054,0.038,467,62,1311,10,7,0.01
V99286,170,0.005,0.042,4.56,0.552,0.068,0.043,406,50,1396,11,6,0.005
V99285,166,0.005,0.04,4.6,0.687,0.078,0.041,479,50,1382,11,5,0.006
V99284,168,0.005,0.039,4.6,0.807,0.083,0.043,339,49,1382,9,5,0.005
V99282,172,0.005,0.044,4.55,0.669,0.073,0.041,368,58,1425,10,6,0.006
V99281,168,0.005,0.061,4.43,0.558,0.066,0.039,448,69,1394,12,7,0.006
V99280,175,0.005,0.038,4.6,0.923,0.092,0.045,360,47,1379,9,4,0.006
V99279,177,0.005,0.061,4.4,0.578,0.056,0.038,450,74,1378,13,7,0.008
V99278,167,0.005,0.068,4.33,0.52,0.056,0.036,513,83,1348,14,9,0.004
V99277,168,0.005,0.05,4.51,0.659,0.07,0.039,420,73,1372,12,6,0.005
V99276,173,0.005,0.043,4.6,0.776,0.08,0.04,365,64,1383,10,6,0.003
V99275,160,0.005,0.045,4.5,0.769,0.079,0.043,385,60,1388,10,5,0.008
V99274,179,0.005,0.049,4.54,0.719,0.077,0.043,368,52,1400,10,4,0.007
V99273,172,0.005,0.045,4.52,0.701,0.074,0.041,367,57,1406,10,6,0.009
V99271,174,0.005,0.047,4.57,0.445,0.055,0.039,377,53,1354,10,5,0.01
V99270,174,0.005,0.045,4.54,0.494,0.06,0.039,370,56,1398,10,5,0.009
V99269,172,0.005,0.049,4.55,0.593,0.062,0.039,391,54,1412,10,5,0.009
V99267,175,0.005,0.039,4.57,0.625,0.074,0.042,340,48,1376,9,4,0.006
V99266,173,0.005,0.039,4.54,0.818,0.075,0.042,344,49,1379,9,5,0.007
V99265,158,0.005,0.041,4.56,0.931,0.086,0.046,360,49,1381,10,5,0.005
V99263,166,0.005,0.039,4.55,0.79,0.082,0.04,349,49,1398,9,5,0.007
V99262,169,0.005,0.041,4.57,0.61,0.068,0.04,348,50,1409,9,5,0.009
V99261,171,0.005,0.044,4.53,0.782,0.08,0.039,362,52,1403,9,4,0.009
V99260,173,0.005,0.04,4.55,0.818,0.082,0.04,349,48,1399,9,4,0.011
V99259,173,0.005,0.037,4.55,0.741,0.078,0.039,337,51,1381,9,5,0.009
V99258,162,0.005,0.041,4.53,0.689,0.074,0.039,349,49,1377,9,6,0.003
V99257,174,0.005,0.039,4.56,0.635,0.07,0.039,345,48,1402,9,5,0.009
V99256,166,0.005,0.045,4.54,0.549,0.063,0.038,367,52,1402,10,5,0.009
V99255,177,0.005,0.046,4.52,0.544,0.055,0.038,373,52,1374,10,4,0.014
V99254,171,0.005,0.043,4.55,0.344,0.049,0.037,361,64,1371,10,6,0.009
V99253,172,0.005,0.05,4.53,0.413,0.048,0.037,391,68,1364,11,7,0.004
V99250,173,0.005,0.057,4.53,0.404,0.044,0.037,424,63,1393,12,6,0.01
V99249,167,0.005,0.056,4.54,0.395,0.035,0.032,478,60,1408,13,5,0.012
V99248,166,0.005,0.037,4.54,0.842,0.091,0.044,306,42,1352,8,4,0.005
V99247,170,0.005,0.044,4.56,0.454,0.058,0.038,361,52,1339,11,5,0.01
V99245,161,0.005,0.04,4.56,0.654,0.081,0.042,344,48,1356,10,4,0.007
V99244,167,0.005,0.044,4.57,0.837,0.089,0.042,362,53,1448,10,5,0.007
V99241,178,0.005,0.044,4.59,0.879,0.095,0.043,363,51,1448,10,5,0.007
V99240,161,0.005,0.04,4.58,0.795,0.084,0.04,325,46,1419,8,4,0.007
V99236,180,0.005,0.044,4.58,0.478,0.061,0.04,360,53,1381,10,4,0.005
V99234,165,0.005,0.045,4.59,0.429,0.056,0.037,360,52,1341,11,5,0.007
V99233,160,0.005,0.035,4.55,0.706,0.074,0.041,319,45,1457,9,4,0.008
V99232,170,0.005,0.042,4.56,0.915,0.079,0.039,360,53,1434,9,5,0.007
V99231,170,0.005,0.039,4.56,0.823,0.081,0.038,339,50,1412,10,5,0.005
V99230,162,0.005,0.035,4.58,0.832,0.085,0.039,320,45,1382,9,4,0.003
V99229,170,0.005,0.028,4.63,0.949,0.094,0.04,292,41,1392,8,4,0.004
V99228,163,0.005,0.029,4.61,0.936,0.092,0.04,287,42,1403,8,4,0.006
V99227,178,0.005,0.03,4.59,0.521,0.064,0.04,295,48,1356,8,4,0.006
V99226,175,0.005,0.027,4.62,0.927,0.094,0.043,301,41,1415,8,4,0.005
V99225,167,0.005,0.032,4.58,0.838,0.082,0.042,305,44,1443,9,4,0.006
V99223,178,0.005,0.033,4.58,0.841,0.089,0.041,302,42,1434,8,4,0.006
V99221,160,0.005,0.032,4.64,0.754,0.08,0.039,299,42,1442,9,3,0.02
V99220,174,0.005,0.031,4.54,0.747,0.077,0.042,301,47,1441,8,4,0.007
V99219,170,0.005,0.027,4.56,0.844,0.091,0.04,281,41,1381,8,3,0.004
V99217,175,0.005,0.03,4.56,0.816,0.083,0.04,301,44,1423,8,4,0.005
V99216,174,0.005,0.039,4.58,0.761,0.076,0.041,339,49,1387,10,5,0.005
V99215,170,0.005,0.035,4.64,0.754,0.081,0.041,308,44,1402,9,4,0.005
V99213,177,0.005,0.035,4.62,0.69,0.075,0.039,363,51,1413,10,5,0.006
V99212,172,0.005,0.032,4.55,0.58,0.066,0.042,318,45,1403,9,4,0.007
V99211,172,0.005,0.041,4.6,0.38,0.052,0.037,445,66,1375,10,6,0.009
V99210,171,0.005,0.044,4.63,0.35,0.044,0.035,367,52,1365,9,5,0.01
V99208,172,0.005,0.044,4.62,0.46,0.055,0.038,340,60,1353,11,0,0.005
V99207,176,0.005,0.045,4.53,0.43,0.055,0.036,370,53,1363,10,5,0.007
V99206,170,0.005,0.032,4.58,0.97,0.098,0.04,279,56,1421,9,4,0.005
V99205,161,0.005,0.028,4.57,0.95,0.101,0.039,265,47,,8,4,0.004
V99204,177,0.005,0.033,4.6,1.03,0.11,0.043,312,43,1422,8,5,0.005
V99203,167,0.005,0.03,4.55,0.8,0.087,0.039,268,53,1418,8,4,0.004
V99202,178,0.005,0.046,4.52,0.55,0.061,0.038,351,66,1420,11,6,0.004
V99201,172,0.005,0.065,4.43,0.449,0.042,0.032,875,0,1273,20,5,0.012
V99200,177,0.005,0.039,4.6,0.567,0.064,0.037,313,56,1372,10,4,0.004
V99199,172,0.005,0.046,4.5,0.645,0.068,0.038,352,63,1393,11,5,0.007
V99198,166,0.005,0.048,4.57,0.594,0.067,0.039,378,53,1398,10,5,0.007
V99197,171,0.005,0.034,4.62,0.744,0.089,0.04,288,57,1392,9,4,0.004
V99196,172,0.005,0.045,4.5,0.49,0.059,0.035,345,60,1360,10,5,0.004
V99195,165,0.005,0.051,4.45,0.456,0.047,0.034,394,56,1353,10,5,0.007
V99193,171,0.005,0.044,4.51,0.679,0.072,0.037,341,62,1383,10,5,0.003
V99192,168,0.005,0.035,4.6,0.712,0.07,0.037,321,45,1339,8,5,0.009
V99191,168,0.005,0.043,4.57,0.8,0.068,0.035,332,61,1337,10,5,0.004
V99190,176,0.005,0.032,4.62,1.03,0.103,0.039,286,50,1368,8,4,0.003
V99189,165,0.005,0.042,4.532,0.82,0.082,0.037,355,50,1380,9,5,0.004
V99188,178,0.005,0.041,4.58,0.812,0.082,0.038,320,56,1395,10,5,0.003
V99187,174,0.005,0.031,4.6,0.897,0.099,0.042,281,46,1422,8,4,0.006
V99185,170,0.005,0.033,4.67,0.82,0.098,0.043,311,44,1395,8,4,0.005
V99184,176,0.005,0.033,4.68,0.74,0.075,0.035,316,44,1340,8,4,0.005
V99183,168,0.005,0.044,4.58,0.512,0.057,0.036,362,51,1392,10,4,0.009
V99181,166,0.005,0.033,4.63,0.734,0.084,0.04,310,45,,8,4,0.006
V99177,168,0.005,0.04,4.6,0.52,0.059,0.038,537,49,1340,11,5,0.007
V99178,169,0.005,0.039,4.62,0.68,0.059,0.035,345,47,,9,4,0.011
V99176,164,0.005,0.037,4.63,0.57,0.069,0.04,335,47,1367,9,4,0.006
V99174,176,0.005,0.036,4.68,0.78,0.09,0.042,326,47,1399,8,4,0.006
V99175,174,0.005,0.032,4.71,0.79,0.091,0.04,305,43,1421,8,4,0.007
V99172,175,0.005,0.044,4.57,0.641,0.064,0.036,362,51,1405,10,4,0.008
V99171,166,0.005,0.037,4.55,0.687,0.075,0.039,331,48,1385,9,4,0.005
V99169,178,0.005,0.045,4.52,0.743,0.069,0.034,385,50,,10,4,0.009
V99166,162,0.005,0.057,4.47,0.43,0.046,0.032,430,61,1393,11,5,0.014
V99165,163,0.005,0.025,4.74,1.09,0.123,0.046,328,65,1455,9,3,0.005
V99163,166,0.005,0.052,4.53,0.51,0.052,0.035,402,57,1422,11,6,0.011
V99160,170,0.005,0.03,4.68,1.1,0.115,0.044,296,43,1415,8,3,0.005
V99159,167,0.005,0.043,4.56,0.871,0.091,0.04,356,50,1421,10,5,0.006
V99158,167,0.005,0.051,4.56,0.621,0.066,0.039,397,56,1384,11,5,0.011
V99157,166,0.005,0.041,4.54,0.985,0.103,0.042,344,48,1422,9,4,0.006
V99156,160,0.01,0.045,4.57,0.849,0.088,0.04,301,45,1426,8,4,0.015
V99155,170,0.005,0.054,4.55,0.583,0.055,0.036,411,58,1423,11,5,0.016
V99154,166,0.005,0.018,4.55,1.2,0.139,0.047,239,35,1457,6,3,0.008
V99152,165,0.01,0.052,4.53,0.679,0.073,0.038,357,50,1391,9,5,0.013
V99151,158,0.005,0.021,4.58,1.341,0.134,0.047,252,36,1419,7,3,0.008
V99150,178,0.005,0.043,4.52,0.96,0.1,0.043,362,50,1415,10,5,0.007
V99149,176,0.005,0.066,4.56,0.483,0.046,0.036,464,66,1406,13,7,0.015
V99148,167,0.005,0.06,4.51,0.417,0.049,0.038,438,63,1389,12,5,0.015
V99147,177,0.005,0.057,4.52,0.466,0.055,0.039,435,62,1374,12,6,0.013
V99144,169,0.005,0.038,4.54,0.976,0.098,0.041,340,48,1425,9,4,0.007
V99143,178,0.005,0.042,4.57,0.829,0.086,0.044,353,51,1427,9,5,0.011
V99142,168,0.005,0.046,4.53,0.828,0.078,0.042,411,55,1433,9,4,0.015
V99141,172,0.005,0.031,4.56,1.04,0.102,0.045,305,42,1397,8,4,0.006
V99137,174,0.005,0.048,4.55,0.556,0.063,0.042,411,56,1410,10,5,0.015
V99140,170,0.005,0.029,4.6,1.145,0.112,0.046,289,42,1424,8,3,0.006
V99136,170,0.005,0.041,4.58,0.942,0.094,0.042,354,51,1439,10,5,0.008
V99135,166,0.005,0.038,4.57,1.018,0.102,0.044,343,48,1437,10,4,0.005
V99134,169,0.005,0.051,4.55,0.576,0.066,0.041,396,56,1393,11,6,0.01
V99133,166,0.005,0.034,4.62,1.09,0.109,0.045,326,51,1410,9,5,0.005
V99132,174,0.005,0.022,4.54,1.35,0.133,0.046,273,44,1419,8,4,0.002
V99131,180,0.005,0.044,4.6,0.66,0.075,0.044,380,50,1382,10,6,0.011
V99129,167,0.005,0.046,4.5,0.649,0.07,0.042,511,46,1455,13,4,0.007
V99126,167,0.005,0.034,4.55,1.08,0.112,0.046,315,44,1434,8,5,0.006
V99125,170,0.005,0.04,4.5,0.91,0.087,0.042,349,63,1394,10,5,0.004
V99123,169,0.005,0.052,4.5,0.875,0.084,0.04,401,58,1432,11,6,0.009
V99121,170,0.005,0.058,4.38,0.571,0.062,0.038,413,77,1410,12,7,0.005
V99119,167,0.005,0.036,4.6,0.857,0.089,0.046,326,47,1371,9,5,0.005
V99118,170,0.005,0.045,4.52,0.904,0.092,0.046,367,65,1382,10,6,0.002
V99117,171,0.005,0.034,4.6,0.98,0.092,0.044,332,58,1390,9,6,0.005
V99116,166,0.005,0.018,4.55,1.4,0.145,0.048,269,32,1452,7,3,0.005
V99115,168,0.005,0.032,4.58,1.08,0.116,0.046,315,56,1429,9,5,0.005
V99113,172,0.005,0.051,4.6,0.724,0.075,0.043,391,56,1454,10,6,0.008
V99112,164,0.005,0.048,4.55,0.751,0.076,0.042,382,66,1429,10,6,0.005
V99111,165,0.005,0.051,4.5,0.816,0.083,0.042,391,55,1401,11,6,0.005
V99109,166,0.005,0.045,4.58,0.738,0.08,0.043,368,55,1378,10,6,0.009
V99108,160,0.005,0.04,4.62,0.927,0.09,0.044,361,62,,10,5,0.004
V99107,176,0.005,0.035,4.6,0.97,0.099,0.045,319,45,1411,8,5,0.006
V99104,163,0.005,0.062,4.46,0.64,0.068,0.04,451,65,1305,12,7,0.004
V99102,175,0.005,0.048,4.61,0.6,0.066,0.04,387,54,1397,11,5,0.009
V99101,165,0.005,0.054,4.57,0.61,0.062,0.039,417,60,1416,11,6,0.011
V99099,168,0.005,0.033,4.61,0.981,0.102,0.046,315,43,1396,8,4,0.006
V99097,171,0.005,0.047,4.53,0.757,0.083,0.042,409,57,1412,10,5,0.005
V99096,172,0.005,0.05,4.52,0.682,0.08,0.041,395,56,1397,11,5,0.01
V99095,180,0.005,0.046,4.59,0.754,0.079,0.041,409,54,1397,11,6,0.011
V99094,169,0.005,0.053,4.52,0.77,0.078,0.041,408,57,1376,10,6,0.006
V99092,167,0.005,0.053,4.52,0.64,0.068,0.04,411,58,1389,11,5,0.007
V99090,174,0.005,0.051,4.53,0.71,0.073,0.041,402,56,1383,11,6,0.006
V99089,169,0.005,0.048,4.54,0.773,0.078,0.041,385,55,1395,9,5,0.009
V99088,166,0.005,0.042,4.55,0.769,0.081,0.04,358,51,1403,10,5,0.007
V99087,164,0.003,0.034,4.63,0.834,0.091,0.044,380,49,1393,10,5,0.003
V99085,168,0.005,0.031,4.75,0.83,0.09,0.045,305,43,1399,8,4,0.005
V99084,165,0.005,0.043,4.58,0.86,0.083,0.041,370,56,1399,10,6,0.005
V99083,170,0.005,0.038,4.63,0.74,0.08,0.042,336,47,1373,8,4,0.006
V99082,167,0.005,0.04,4.6,0.62,0.076,0.042,347,49,1342,9,4,0.006
V99081,166,0.005,0.061,4.52,0.39,0.045,0.035,448,67,1375,12,7,0.012
V99080,162,0.005,0.068,4.54,0.46,0.047,0.035,501,71,1383,12,7,0.01
V99079,164,0.003,0.058,4.56,0.528,0.057,0.038,469,67,1379,13,6,0.007
V99078,168,0.005,0.058,4.55,0.597,0.056,0.036,438,64,,12,7,0.01
V99076,163,0.005,0.048,4.56,0.465,0.057,0.037,385,53,1389,10,5,0.015
V99075,170,0.005,0.048,4.52,0.675,0.066,0.038,367,52,1393,10,6,0.015
V99074,167,0.005,0.051,4.56,0.513,0.064,0.039,398,56,1387,10,5,0.012
V99073,165,0.005,0.054,4.5,0.525,0.063,0.04,414,59,1408,11,5,0.006
V99072,163,0.005,0.051,4.562,0.587,0.061,0.039,396,59,1339,11,6,0.007
V99071,165,0.005,0.045,4.56,0.588,0.067,0.04,371,52,1326,9,5,0.008
V99070,165,0.01,0.04,4.56,0.611,0.065,0.041,320,50,1330,8,4,0.009
V99068,161,0.005,0.042,4.59,0.397,0.057,0.039,351,45,,9,4,0.007
V99064,164,0.005,0.035,4.56,0.436,0.06,0.04,339,49,1384,9,5,0.01
V99063,164,0.005,0.036,4.58,0.797,0.078,0.04,322,45,1436,8,4,0.007
V99062,163,0.005,0.046,4.61,0.58,0.064,0.039,378,54,1376,10,5,0.007
V99061,168,0.005,0.045,4.57,0.35,0.044,0.033,371,52,,8,6,0.016
V99060,164,0.005,0.041,4.55,0.624,0.068,0.039,346,48,1416,9,4,0.009
V99058,171,0.005,0.066,4.51,0.431,0.047,0.033,475,67,1352,12,7,0.01
V99057,175,0.005,0.05,4.52,0.474,0.058,0.037,370,53,1385,9,5,0.011
V99056,172,0.005,0.034,4.59,0.675,0.074,0.043,319,45,1433,8,4,0.007
V99055,165,0.005,0.037,4.65,0.696,0.074,0.042,330,52,1402,9,6,0.008
V99053,163,0.005,0.036,4.54,0.613,0.072,0.041,330,55,1350,9,5,0.005
V99050,164,0.005,0.038,4.56,0.545,0.067,0.041,338,50,1373,9,5,0.005
V99049,172,0.005,0.042,4.55,0.5,0.061,0.04,355,54,,10,6,0.009
V99047,166,0.005,0.043,4.62,0.5,0.054,0.039,362,52,1424,9,5,0.011
V99046,167,0.005,0.037,4.56,0.48,0.062,0.039,351,45,1389,9,5,0.01
V99044,156,0.005,0.047,4.62,0.51,0.061,0.038,554,55,1379,15,5,0.003
V99043,160,0.005,0.043,4.6,0.48,0.059,0.039,358,51,1394,10,6,0.008
V99042,164,0.005,0.047,4.52,0.46,0.059,0.039,409,88,1402,11,9,0.003
V99041,163,0.005,0.045,4.62,0.691,0.072,0.039,565,43,1344,15,4,0.004
V99040,160,0.005,0.048,4.6,0.564,0.064,0.036,383,54,1394,10,6,0.008
V99038,165,0.005,0.043,4.55,0.557,0.063,0.041,373,60,1419,10,6,0.005
V99037,164,0.005,0.036,4.56,0.72,0.072,0.042,346,45,1355,13,4,0.003
V99035,165,0.005,0.04,4.58,0.55,0.067,0.04,360,58,1359,10,5,0.004
V99034,165,0.005,0.031,4.6,0.527,0.07,0.042,355,81,1412,9,7,0.003
V99033,168,0.005,0.034,4.54,0.62,0.075,0.042,315,45,1389,8,5,0.008
V99031,160,0.005,0.039,4.62,0.658,0.072,0.041,384,81,1321,10,9,0.003
V99030,168,0.005,0.038,4.58,0.717,0.077,0.042,334,48,1357,9,5,0.009
V99029,173,0.005,0.037,4.57,0.8,0.085,0.042,348,61,1427,9,6,0.003
V99028,162,0.005,0.036,4.59,0.76,0.083,0.041,428,74,1421,11,9,0.004
V99027,168,0.005,0.031,4.62,0.679,0.08,0.039,301,42,1414,8,5,0.006
V99026,161,0.005,0.036,4.6,0.617,0.08,0.042,325,51,1355,9,5,0.004
V99024,164,0.005,0.032,4.58,0.766,0.078,0.042,311,49,1382,8,5,0.004
V99023,168,0.005,0.044,4.56,0.72,0.078,0.04,363,53,1430,10,6,0.007
V99022,166,0.005,0.041,4.56,0.69,0.072,0.039,351,57,1392,8,4,0.009
V99021,164,0.005,0.046,4.5,0.674,0.074,0.046,425,58,1401,10,6,0.005
V99020,165,0.005,0.033,4.6,0.757,0.079,0.043,310,44,1386,8,5,0.007
V99019,163,0.005,0.04,4.65,0.795,0.08,0.042,346,49,1376,8,5,0.005
V99016,160,0.005,0.037,4.56,0.67,0.077,0.041,329,47,1402,11,5,0.005
V99015,168,0.005,0.055,4.59,0.704,0.056,0.038,517,60,1416,12,6,0.006
V99013,160,0.005,0.048,4.57,0.89,0.08,0.038,386,54,1375,11,6,0.006
V99012,169,0.005,0.042,4.52,0.87,0.085,0.038,360,50,1319,9,5,0.007
V99011,178,0.005,0.039,4.6,0.68,0.058,0.041,342,48,1392,8,4,0.015
V99008,160,0.005,0.032,4.56,0.557,0.071,0.041,312,109,1402,7,3,0.007
V99007,165,0.005,0.036,4.58,0.673,0.078,0.042,328,45,1385,8,4,0.007
V99004,168,0.005,0.03,4.69,0.75,0.085,0.041,297,42,1454,7,4,0.007
V99003,169,0.005,0.044,4.57,0.76,0.082,0.04,369,51,1394,9,5,0.008
V99002,157,0.005,0.022,4.55,0.9,0.094,0.039,269,38,1389,8,4,0.005
V99001,164,0.005,0.031,4.55,0.919,0.09,0.039,372,48,1415,10,8,0.008
V99000,167,0.005,0.035,4.57,0.937,0.092,0.042,325,46,1399,8,4,0.005
V98999,175,0.005,0.034,4.57,1.01,0.09,0.043,318,45,1313,9,5,0.002
V98998,172,0.005,0.024,4.67,0.83,0.085,0.042,275,38,1401,7,3,0.006
V98997,166,0.005,0.032,4.71,0.76,0.082,0.04,310,45,1415,9,5,0.006
V98996,164,0.005,0.048,4.56,0.57,0.062,0.04,388,55,1422,10,5,0.009
V98995,171,0.005,0.045,4.63,0.65,0.067,0.041,369,53,1419,9,5,0.008
V98994,166,0.005,0.019,4.73,0.86,0.098,0.042,320,46,1440,9,4,0.005
V98992,169,0.005,0.038,4.55,0.72,0.071,0.041,337,47,1418,8,4,0.008
V98991,171,0.005,0.038,4.56,0.716,0.072,0.04,358,49,1406,10,5,0.005
V98990,164,0.005,0.051,4.59,0.777,0.072,0.04,404,57,1419,10,6,0.005
V98986,168,0.005,0.025,4.52,1.122,0.123,0.044,272,38,1362,8,4,0.012
V98988,160,0.005,0.031,4.56,0.849,0.087,0.042,307,43,1357,8,4,0.006
V98987,162,0.005,0.018,4.56,1.1,0.112,0.043,250,39,1452,6,3,0.005
V98985,158,0.005,0.02,4.56,1.111,0.115,0.043,318,48,1427,9,5,0.002
V98984,160,0.005,0.03,4.57,1.103,0.104,0.042,323,45,1438,8,4,0.007
V98983,166,0.005,0.044,4.57,0.984,0.088,0.04,361,53,1470,11,6,0.006
V98982,162,0.005,0.04,4.5,1.08,0.092,0.041,529,50,1448,11,5,0.007
V98981,166,0.005,0.033,4.56,1.1,0.1,0.041,291,42,1424,7,4,0.006
V98980,162,0.005,0.04,4.56,0.897,0.08,0.041,342,49,1430,10,5,0.007
V98978,155,0.005,0.036,4.5,0.828,0.083,0.043,323,46,1325,8,4,0.007
V98976,158,0.005,0.026,4.62,1.073,0.114,0.042,276,40,1436,6,4,0.005
V98975,164,0.005,0.043,4.61,0.855,0.076,0.043,359,49,1405,9,4,0.009
V98974,169,0.005,0.04,4.63,0.836,0.078,0.04,336,48,1413,9,5,0.007
V98971,171,0.005,0.043,4.57,0.929,0.081,0.04,305,43,1395,9,4,0.011
V98970,164,0.005,0.033,4.61,0.856,0.09,0.041,313,46,1408,8,5,0.004
V98969,164,0.005,0.025,4.59,0.88,0.096,0.043,317,51,1424,8,4,0.006
V98968,163,0.005,0.046,4.59,0.774,0.072,0.042,363,52,1434,12,5,0.006
V98967,159,0.005,0.052,4.57,0.741,0.068,0.041,407,57,1439,10,5,0.006
V98966,165,0.005,0.044,4.58,0.993,0.087,0.044,358,51,1424,9,4,0.006
V98965,165,0.005,0.043,4.59,1.012,0.091,0.041,357,50,1433,10,5,0.007
V98963,177,0.005,0.034,4.62,0.948,0.101,0.042,350,105,1414,8,5,0.009
V98961,167,0.005,0.043,4.62,0.701,0.073,0.041,567,26,1354,14,2,0.009
V98960,165,0.005,0.038,4.6,0.797,0.079,0.04,289,47,1329,8,4,0.004
V98959,166,0.005,0.036,4.55,0.975,0.091,0.04,466,32,1316,11,3,0.006
V98956,177,0.005,0.045,4.6,0.774,0.074,0.042,367,67,1406,11,7,0.008
V98954,170,0.005,0.022,4.65,1.054,0.105,0.041,281,40,1416,6,4,0.004
V98953,166,0.005,0.042,4.62,0.811,0.078,0.041,352,66,1420,10,7,0.005
V98952,166,0.005,0.044,4.65,0.85,0.078,0.039,368,66,1404,10,6,0.003
